35-4,233000256
703,233000257
81,233000259
20-4,233000261
2000A,233000263
2000B,233000264
24-40,234001090
1733동서울-낙동-안계,241000370
24-60,234001094
21-60,234001095
22-70,234001096
21-13,234001097
23-15,234001098
1217동서울-영월-태백,241002850
25-5,200000234
26-10,234001101
29-60,234001109
59-19,234001112
23-51,234001117
38-20,234001123
33-10,234001125
21-14,234001126
22-27,234001132
21-12,234000481
36-2,234000489
701B,233000352
36-4,234000573
38-9,234000599
51-3,234000651
52-7,234000653
54-9,234000654
59-21,234000655
59-24,234000656
54-6,234000657
62-6,234000658
54-1,234000659
59-13,234000660
61-5,234000662
52-5,234000663
58-14,234000664
52-9,234000665
59-17,234000667
59-4,234000668
59-11,234000669
56-9,234000670
52-10,234000671
59-8,234000672
62-3,234000674
52-11,234000675
62-7,234000676
58-13,234000677
58-16,234000678
58-15,234000679
61-11,234000680
59-2,234000681
52,234000682
59-3,234000683
52-12,234000684
59,234000685
52-14,234000686
52-15,234000688
59-5,234000689
984-2,234000694
983-2,234000695
54-3,234000696
56-10,234000698
61-7,234000699
52-2,234000700
61-6,234000701
62-1,234000702
54,234000703
51,234000706
50-6,234000707
59-22,234000708
51-2,234000710
975-1,234000711
58-3,234000712
58-20,234000713
56-2,234000715
50-20,234000716
50-19,234000718
51-11,234000719
112-3,234000076
065,229000198
101,228000256
1550-3,234000139
50-15,234000175
58-2,234000210
1550-2,234000312
9001,234000315
50-21,234000848
50-7,234000851
50-8,234000852
50-9,234000853
50-10,234000854
50-16,234000855
987-4,234000856
55-10,234000857
55-11,234000858
55-12,234000859
61-4,234000863
51-10,234000864
50-13,234000865
50-17,234000866
58-9,234000867
51,200000093
8131,234000881
8382연천-대전,241007066
1002,234000885
110,234000891
51-4,234000892
52-6,234000895
52-8,234000896
55-3,234000898
34-51,234000915
34-53,234000917
34-54,234000920
34-55,234000921
34-56,234000922
35-22,234000926
58-8,234000943
58-6,234000944
36-82,234000945
37-11,234000948
33-16,234000965
33-13,234000974
33-21,234000977
36-41,234000981
737,241006320
36,234000999
36-3,234001000
37-5,234001002
37-4,234001004
37-41,234001005
37-1,234001006
8414,241006560
82-2,200000048
38-13,234001020
2-25,234001024
24-70,234001134
28-13,234001135
1-10,234001139
34-10,234001141
34-11,234001142
34-14,234001143
34-15,234001144
35-8,234001147
38-7,234001151
38-6,234001152
38-25,234001154
38-10,234001155
2-23,234001157
1553,234001160
24-20,234001167
